student_id,age,gender,region,school_type,socio_economic,parent_education,parent_income,enrollment_date,graduation_year,school_rank,previous_gpa,attendance_rate,study_hours_per_week,num_extracurriculars,internet_access,math_score,physics_score,chemistry_score,biology_score,literature_score,english_score,math_level,physics_level,literature_level,english_level,communication,teamwork,leadership,problem_solving,preferred_option,satisfaction
S101234,18,M,Monastir,Public,Low,Secondary,20511.0,2021-11-29,2023,203,14.72,1.0,1.19,1,Mobile only,7.15,12.1,5.93,11.81,14.96,11.34,D,C,B,C,3.0,7.9,4.79,9.29,Letters,3.0
S101664,21,F,Gabes,Public,Medium,Secondary,33045.0,2022-02-07,2025,238,14.59,0.785,1.18,1,Home+Mobile,7.67,9.5,9.19,10.62,8.45,9.84,D,D,D,D,,,5.88,5.37,Arts,2.0
S100143,17,M,Gabes,Public,High,Primary,30876.0,2022-12-19,2023,254,14.22,0.897,3.51,4,School only,14.72,12.29,6.47,13.32,8.09,,B,C,D,C,4.36,6.77,1.34,4.06,Science,3.0
S100753,17,M,Tunis,Public,Medium,Primary,20770.0,2021-12-16,2024,123,13.87,0.945,3.01,3,School only,12.85,15.26,13.36,9.63,14.55,17.6,C,B,B,A,4.6,3.4,6.86,2.85,Engineering,2.0
S100519,16,F,Tozeur,Private,Medium,Secondary,15220.0,2022-06-10,2025,218,12.87,0.944,3.94,0,Home+Mobile,17.57,4.51,16.22,16.2,12.96,9.05,A,D,C,D,5.64,4.32,6.97,7.68,Engineering,3.0
S101947,16,F,Tozeur,Public,Medium,Master,15506.0,2022-09-24,2024,348,13.29,0.85,2.76,1,School only,18.22,12.76,6.83,11.2,17.53,0.0,A,C,A,D,7.19,4.14,6.59,8.96,Science,3.0
S101322,19,F,Tozeur,Private,Medium,Secondary,6839.0,2021-10-08,2024,411,12.89,1.0,0.18,2,Home+Mobile,16.91,9.92,,11.8,8.92,6.93,A,D,D,D,4.09,5.13,5.72,2.82,Health,2.0
S100822,17,F,Sousse,International,Medium,Secondary,12164.0,2022-04-16,2023,232,10.72,0.838,5.5,2,Home+Mobile,14.54,9.37,7.4,9.62,10.32,15.57,B,D,C,B,7.34,5.37,5.6,7.95,Letters,3.0
S100428,17,M,Kairouan,Public,Low,Bachelor,26545.0,2021-10-24,2026,354,11.92,0.916,4.41,3,Home+Mobile,13.3,7.46,7.01,16.33,6.9,9.9,B,D,D,D,,,6.47,6.43,Science,2.0
S100612,18,M,Sfax,Public,Low,Primary,26910.0,2022-05-17,2023,344,10.66,0.885,0.88,1,Home+Mobile,11.03,20.0,7.24,13.67,8.59,14.98,C,A,D,B,6.92,2.78,5.35,5.66,Letters,2.0
S101505,17,F, KAIROUAN,Public,High,"unknown
",24899.0,2021-11-09,2024,105,"11,36",0.836,0.16,1,Mobile only,13.89,N/A,7.78,11.71,10.8,9.14,B,B,C,D,9.48,7.65,3.68,5.5,Science,2.0
S101032,17,F,Tunis,Public,High,Secondary,20728.0,2021-12-25,2023,412,10.62,0.97,0.53,1,Home+Mobile,6.27,8.56,7.8,,14.0,10.06,D,D,B,C,,6.35,3.31,6.82,Letters,3.0
S100156,18,M,Kairouan,Public,Medium,Secondary,35860.0,2021-09-15,2024,492,9.41,0.938,2.92,0,None,5.15,9.05,9.81,16.65,19.54,7.23,D,D,A,D,,6.3,4.35,7.33,Arts,3.0
S100539,16,F,Bizerte,Public,High,PhD,34928.0,2021-11-02,2026,151,9.98,0.805,1.34,0,Mobile only,6.51,11.63,7.76,12.91,14.46,13.78,D,C,B,B,4.02,6.6,7.97,7.54,Letters,2.0
S101530,17,M,Kairouan,Public,Medium,Master,8149.0,2021-11-09,2023,478,8.94,0.96,3.33,2,Home+Mobile,15.65,11.92,3.52,10.95,15.99,9.66,B,C,B,D,7.98,2.33,1.6,9.99,Engineering,3.0
S101460,17,M,Gabes,Public,Medium,Primary,48361.0,2021-09-05,2025,15,16.25,0.912,7.82,3,School only,8.43,13.92,14.36,,10.01,,D,B,C,B,7.39,7.39,8.14,4.43,Letters,3.0
S101290,17,M,Bizerte,Private,Low,PhD,14710.0,2023-07-03,2024,445,11.7,0.882,18.88,1,Mobile only,12.49,11.87,10.67,11.9,11.83,10.14,C,C,C,C,,7.1,5.12,6.89,Engineering,3.0
S100461,18,F,Gafsa,Public,High,Primary,12839.0,2022-05-06,2025,498,14.1,1.0,0.01,2,Home+Mobile,20.0,17.44,3.49,13.76,15.68,14.21,A,A,B,B,7.21,7.27,3.21,9.35,Engineering,3.0
S100576,16,Other,Bizerte,International,Low,Secondary,25759.0,2021-09-03,2024,79,11.64,0.935,0.39,2,Mobile only,8.35,7.42,12.96,15.68,11.7,16.5,D,D,C,A,3.6,4.18,10.0,5.23,Arts,3.0
S101362,18,F,Monastir,Public,Medium,Master,21170.0,2022-03-11,2023,423,9.63,0.827,1.45,0,School only,19.44,7.01,11.02,13.6,14.38,10.34,A,D,B,C,1.69,4.59,6.02,6.37,Letters,2.0
S100255,18,F, SOUSSE,Private,High,"unknown
",23627.0,2023-03-25,2024,435,11.16,0.982,0.16,1,Home+Mobile,15.66,N/A,9.07,,12.39,11.8,B,B,C,C,4.37,5.86,7.69,8.53,Engineering,2.0
S100979,18,Other,Tozeur,Public,Medium,None,40106.0,2022-07-09,2025,162,8.62,1.0,0.38,0,Home+Mobile,12.25,14.68,15.18,9.13,5.12,15.29,C,B,D,B,6.11,7.3,6.24,5.93,Engineering,3.0
S101185,20,F,Tozeur,Public,Low,Primary,22610.0,2021-12-29,2023,200,7.52,0.737,23.01,0,Home+Mobile,12.37,9.55,10.81,12.84,7.76,10.72,C,D,D,C,5.69,1.91,6.87,7.87,IT,3.0
S101006,18,F,Tozeur,Public,Medium,Primary,7295.0,2022-06-09,2025,65,13.27,0.981,0.78,2,School only,17.84,6.82,4.7,18.38,11.45,10.14,A,D,C,C,,5.41,4.54,9.35,Arts,2.0
S101521,20,M,Gabes,International,Low,Secondary,40567.0,2022-01-01,2026,186,8.85,0.799,0.32,2,Home+Mobile,14.97,8.4,3.03,12.49,13.76,8.6,B,D,B,D,5.11,5.36,9.09,7.76,Letters,2.0
S101689,19,M,Sousse,Public,Medium,Bachelor,9827.0,2023-01-23,2025,277,10.19,0.97,1.43,0,Mobile only,8.0,8.43,,7.45,10.36,9.99,D,D,C,D,5.86,8.23,3.83,5.12,Arts,2.0
S100560,18,F,Tozeur,International,Medium,Master,27616.0,2022-06-26,2024,438,11.68,0.902,2.35,4,Home+Mobile,15.36,10.55,11.06,5.54,11.87,5.48,B,C,C,D,8.31,8.27,5.07,5.08,Economics,2.0
S100208,15,M,Tozeur,Public,Medium,Primary,31332.0,2022-09-15,2024,197,12.94,0.815,2.85,3,Home+Mobile,12.61,14.3,14.91,5.19,9.75,13.86,C,B,D,B,6.23,7.85,4.62,6.35,Engineering,3.0
S100910,18,M,Gafsa,Publc,High,Bachelor,15294.0,2021-12-14,2026,125,8.31,0.893,6.59,2,School only,10.7,7.31,7.49,,1.33,11.28,C,D,D,C,5.36,6.61,5.78,8.49,IT,2.0
S101311,19,F,Sfax,Private,Medium,Bachelor,18733.0,2021-10-24,2025,435,11.25,0.949,0.47,0,Home+Mobile,7.42,6.18,14.13,16.99,19.14,15.25,D,D,A,B,7.96,4.48,5.19,6.79,Arts,2.0
S100001,20,M,Gabes,Public,Medium,None,1000.0,2021-09-15,2025,329,12.21,0.875,2.91,1,Mobile only,11.77,9.6,13.59,,16.8,11.23,C,D,A,C,6.51,4.68,4.3,10.0,Letters,2.0
S101365,16,F,Nabeul,Public,Medium,Secondary,8633.0,2021-10-12,2024,12,13.03,0.853,1.27,0,Mobile only,12.38,9.52,20.0,12.29,8.53,6.04,C,D,D,D,5.84,6.19,5.99,9.41,Arts,2.0
S100269,17,F,Monastir,International,Medium,Master,11006.0,2022-05-04,2023,296,16.39,0.933,15.46,0,Home+Mobile,13.49,11.06,8.21,15.82,10.12,13.59,B,C,C,B,3.92,9.71,5.9,5.74,Engineering,3.0
S100265,18,F,Tunis,Public,High,Primary,22450.0,2021-10-09,2025,25,14.9,0.796,2.53,2,Home+Mobile,4.43,6.46,10.29,17.5,18.88,10.03,D,D,A,C,5.01,4.72,7.87,5.93,Letters,3.0
S100914,18,M,Kairouan,Publc,Low,Secondary,28690.0,2022-05-11,2023,318,13.32,0.757,0.22,0,Mobile only,10.09,18.39,10.9,8.41,9.96,8.03,C,A,D,D,3.08,,4.27,5.28,Letters,3.0
S100230,19,F,Bizerte,Public,Medium,None,16498.0,2021-09-08,2023,456,10.88,0.904,8.22,0,Mobile only,16.66,9.19,11.36,13.76,12.54,13.24,A,D,C,B,3.86,8.05,4.27,8.03,Arts,3.0
S101993,16,M,Bizerte,Public,Medium,Master,1000.0,2021-09-18,2023,384,15.58,0.85,0.92,2,None,15.24,6.03,9.73,18.78,8.5,8.63,B,D,D,D,5.51,5.5,7.12,7.77,Health,2.0
S101119,16,M,Tunis,Public,Low,None,13220.0,2022-03-07,2026,53,13.17,0.898,1.19,0,Home+Mobile,4.79,13.31,12.57,15.32,6.57,8.43,D,B,D,D,7.91,7.65,3.16,7.4,IT,3.0
S101987,17,M,Sfax,Private,Medium,Master,24446.0,2021-09-23,2024,54,11.83,0.811,9.78,0,None,14.39,19.19,9.11,,8.18,,B,A,D,C,3.87,3.95,3.62,4.98,Engineering,3.0
S100864,17,M,Tozeur,International,Low,Primary,25806.0,2022-04-16,2024,183,13.99,0.89,0.2,0,Home+Mobile,5.56,12.85,12.99,7.97,11.16,7.67,D,C,C,D,8.11,6.4,5.43,2.33,Health,3.0
S101066,17,M,Sousse,Public,Medium,Secondary,20154.0,2022-04-05,2026,225,13.82,0.857,0.57,0,Mobile only,10.31,12.58,12.0,16.23,11.78,12.04,C,C,C,C,7.69,5.01,6.52,4.84,Economics,2.0
S100873,17,M,Sfax,Public,High,Primary,50757.0,2022-01-02,2023,498,17.44,0.999,4.98,0,Mobile only,15.44,11.22,12.26,17.43,11.48,10.71,B,C,C,C,7.85,7.57,7.46,6.53,Engineering,2.0
S101472,19,F,Gafsa,Public,High,Primary,19001.0,2022-07-25,2024,221,13.47,0.992,3.53,2,Mobile only,18.4,13.82,10.47,10.2,14.8,12.07,A,B,B,C,5.8,6.57,10.0,5.47,Science,4.0
S100398,19,F,Kairouan,Public,Medium,Primary,18723.0,2022-05-12,2026,393,13.68,0.819,3.34,1,Mobile only,16.73,12.98,10.3,14.45,8.7,7.89,A,C,D,D,8.19,7.54,6.67,8.99,Engineering,3.0
S101842,17,M,Gabes,Public,High,Bachelor,16021.0,2022-11-03,2024,329,15.34,0.994,2.22,0,Home+Mobile,12.04,10.7,4.32,6.27,15.79,11.12,C,C,B,C,4.68,5.55,4.76,6.21,Letters,2.0
S101652,17,F,Bizerte,Vocational,Low,Secondary,26356.0,2022-12-13,2025,283,11.71,0.862,1.42,2,School only,6.85,14.36,14.21,16.63,14.43,,D,B,B,C,6.46,4.04,5.92,5.88,Arts,3.0
S100045,18,F,Nabeul,Public,Low,Secondary,13781.0,2022-01-31,2023,67,14.5,0.775,2.89,1,Mobile only,19.22,11.8,12.07,17.51,13.41,8.44,A,C,B,D,7.18,7.48,4.5,3.82,Engineering,3.0
S100161,18,F,Tozeur,Public,Medium,Secondary,25304.0,2021-10-20,2023,242,16.36,0.781,4.94,2,Home+Mobile,17.83,15.99,16.29,18.37,12.52,12.82,A,B,C,C,4.34,7.23,5.71,4.43,Science,2.0
S100991,18,F,Bizerte,Public,Low,Primary,28830.0,2022-07-30,2025,450,10.84,0.9,0.25,0,Home+Mobile,11.39,13.56,9.95,7.35,13.41,14.95,C,B,B,B,3.45,,3.48,2.63,Arts,3.0
S100727,19,M,Nabeul,Public,Medium,Secondary,18461.0,2022-06-24,2025,281,9.05,0.735,5.65,2,Home+Mobile,8.04,11.28,12.84,,12.27,5.58,D,C,C,D,10.0,9.45,5.73,7.21,Science,3.0
S100629,17,M,Gafsa,Vocational,High,Master,11888.0,2022-01-23,2023,302,7.67,0.85,2.27,2,Mobile only,8.6,11.58,12.05,5.19,12.02,10.03,D,C,C,C,5.61,10.0,9.35,6.91,Engineering,3.0
S100288,17,F,Tozeur,Public,Medium,Bachelor,27632.0,2021-09-08,2025,147,13.14,1.0,3.85,2,Home+Mobile,19.45,14.8,15.46,9.03,11.68,11.85,A,B,C,C,4.4,6.09,7.82,7.24,Science,3.0
S101613,17,F,Nabeul,Vocational,Low,Primary,35404.0,2022-04-23,2025,499,9.99,0.874,0.76,0,Home+Mobile,6.2,7.44,5.26,12.05,7.16,12.86,D,D,D,C,7.11,3.35,2.6,6.69,Arts,4.0
S101059,18,F,Nabeul,Public,Medium,Secondary,18904.0,2022-07-21,2026,235,10.66,0.905,5.95,0,Home+Mobile,9.12,6.26,,1.36,15.9,16.09,D,D,B,A,,8.17,6.98,4.53,Letters,3.0
S101971,19,F,Kairouan,Vocational,Low,Secondary,19954.0,2022-11-02,2026,270,13.3,0.835,1.81,0,Mobil only,16.62,17.32,8.26,10.1,7.6,15.02,A,A,D,B,6.22,6.55,5.55,7.8,Engineering,2.0
S100575,20,F,Sousse,Private,High,Secondary,16894.0,2024-02-06,2026,484,16.17,0.854,4.86,0,Home+Mobile,13.82,11.81,17.68,12.67,9.31,16.96,B,C,D,A,2.88,3.91,2.3,6.01,Science,2.0
S100850,16,F,Bizerte,Public,Low,PhD,26876.0,2024-11-24,2024,96,10.54,0.927,2.62,1,None,7.06,14.23,13.0,,16.95,12.82,D,B,A,C,,8.76,3.52,6.47,Arts,3.0
S101339,15,F,Tozeur,Vocational,High,PhD,24543.0,2022-08-15,2026,134,14.38,0.989,1.08,1,Home+Mobile,9.51,12.95,2.6,15.57,13.12,14.64,D,C,B,B,4.12,3.9,5.28,2.03,Arts,2.0
S100911,17,M,Sfax,Public,High,Secondary,21535.0,2021-10-09,2023,479,11.25,0.921,4.56,1,Home+Mobile,20.0,3.89,,15.18,9.29,9.82,A,D,D,D,4.93,7.9,10.0,5.92,Economics,3.0
S101254,18,M,Bizerte,Public,Low,None,16348.0,2022-02-12,2025,348,12.18,0.814,1.4,1,Home+Mobile,15.43,11.72,10.12,13.0,7.77,8.54,B,C,D,D,4.28,8.76,6.22,5.61,Engineering,3.0
S101722,17,F,Kairouan,Public,Low,Secondary,31171.0,2022-05-22,2024,382,15.13,0.877,0.05,0,Mobile only,13.46,10.25,11.18,8.47,12.76,9.46,B,C,C,D,3.77,6.44,3.83,5.39,Letters,2.0
S101906,20,F,Bizerte,Publc,Medium,Secondary,32862.0,2022-07-26,2025,71,13.91,0.759,2.83,2,Home+Mobile,16.59,3.3,8.34,14.39,15.47,16.23,A,D,B,A,6.02,6.82,4.03,10.0,Arts,2.0
S101735,19,M,Sfax,Public,Medium,Bachelor,32838.0,2021-10-26,2026,261,12.91,0.84,4.77,2,Home+Mobile,14.22,7.79,,9.35,13.42,16.11,B,D,B,A,,4.95,4.19,10.0,Arts,2.0
S100932,21,M,Tunis,Public,Low,Bachelor,32608.0,2021-10-11,2025,219,13.35,0.811,8.22,4,Mobile only,10.71,11.87,12.09,9.98,8.04,9.7,C,C,D,D,4.79,7.66,6.52,6.92,Letters,3.0
S101100,16,M,Sfax,Private,High,Secondary,33721.0,2021-10-25,2024,132,12.47,0.88,3.94,1,Home+Mobile,15.27,8.21,,9.12,13.61,7.76,B,D,B,D,7.55,3.87,7.34,6.13,Letters,3.0
S101657,17,F,Gafsa,Private,Low,Bachelor,23138.0,2021-12-07,2024,26,10.83,0.922,5.78,1,Home+Mobile,10.73,13.5,6.8,13.88,7.95,14.41,C,B,D,B,7.04,6.5,7.29,2.75,Letters,3.0
S101207,17,F,Kairouan,Public,Low,Master,13159.0,2022-03-12,2023,429,9.97,1.0,4.74,1,Home+Mobile,13.28,17.72,14.11,11.86,7.07,,B,A,D,D,3.94,8.5,3.88,3.07,Arts,2.0
S100247,20,F,Sousse,Public,Medium,Secondary,20192.0,2021-11-04,2026,117,13.37,0.844,1.22,4,Mobile only,13.0,20.0,15.0,12.15,12.6,,C,A,C,B,5.84,4.36,7.07,2.76,Science,2.0
S100476,16,M,Kairouan,Public,Medium,Bachelor,20315.0,2021-09-01,2023,126,13.85,0.934,0.93,0,Mobile only,12.27,7.54,8.06,6.68,15.1,10.5,C,D,B,C,6.31,6.56,3.59,7.99,Letters,3.0
S101694,17,M,Tunis,Public,High,Secondary,43093.0,2021-09-26,2023,32,12.41,1.0,0.24,1,Home+Mobile,15.86,6.96,20.0,10.3,12.84,15.49,B,D,C,B,8.37,6.2,5.04,4.19,Arts,3.0
S100085,17,F,Nabeul,Public,Medium,Secondary,21440.0,2022-01-05,2026,37,18.68,0.936,0.39,0,School only,12.92,9.07,13.99,14.51,14.87,15.73,C,D,B,B,5.67,5.18,5.85,7.58,Letters,2.0
S100469,20,F,Kairouan,Public,Low,Master,4230.0,2024-11-14,2023,490,13.3,0.93,1.56,0,Mobile only,15.75,14.6,10.39,11.1,16.12,16.79,B,B,A,A,,6.69,5.16,6.84,Engineering,3.0
S100225,17,M,Sousse,Public,Low,Primary,33990.0,2022-10-28,2026,284,10.49,0.909,3.41,3,Mobile only,7.9,7.96,8.62,20.0,19.15,19.46,D,D,A,A,6.01,8.67,6.69,2.76,Letters,2.0
S100774,19,F,Kairouan,Public,Low,Secondary,33841.0,2022-02-20,2024,174,12.28,0.932,1.31,0,Home+Mobile,8.39,13.08,9.2,11.41,5.95,16.63,D,B,D,A,7.08,8.58,1.91,5.53,Arts,2.0
S100331,19,M,Nabeul,International,Medium,Bachelor,12335.0,2021-11-02,2025,171,10.43,0.99,3.86,2,School only,9.03,17.19,10.79,16.36,10.37,13.3,D,A,C,B,4.1,,4.31,7.69,Arts,3.0
S100233,17,F,Tozeur,Public,Medium,Master,18916.0,2021-12-24,2023,492,5.5,0.911,6.37,0,Home+Mobile,16.07,10.87,9.66,16.56,14.12,12.05,A,C,B,C,7.63,5.62,5.65,4.48,Letters,3.0
S100588,16,M,Monastir,Public,Medium,Secondary,18501.0,2022-04-26,2025,488,14.89,0.886,1.17,1,Home+Mobile,7.06,9.65,8.77,11.09,7.77,16.84,D,D,D,A,4.08,,1.22,4.42,Letters,3.0
S100475,21,F,Sfax,Publc,Low,Primary,26089.0,2021-09-27,2025,209,15.34,0.943,1.88,0,School only,20.0,5.54,,8.18,14.02,9.67,A,D,B,D,9.96,7.2,3.97,5.29,Arts,3.0
S101284,17,M,Nabeul,Private,Medium,Primary,19258.0,2022-04-26,2025,18,10.43,1.0,0.8,1,Home+Mobile,14.96,8.09,9.66,11.07,18.76,7.76,B,D,A,D,4.49,7.21,4.07,6.78,IT,2.0
S101885,17,F,Gabes,Private,Medium,Primary,16235.0,2022-03-13,2026,444,9.47,0.791,3.18,2,Home+Mobile,10.98,14.34,5.39,3.39,7.73,12.4,C,B,D,C,6.93,8.44,2.9,7.37,IT,3.0
S100599,15,M,Nabeul,Public,Low,Secondary,19207.0,2024-04-09,2026,477,11.1,0.818,0.98,0,Home+Mobile,14.61,14.38,12.35,6.57,13.52,14.24,B,B,B,B,9.34,7.02,0.92,10.0,Science,2.0
S100421,19,M,Tunis,Public,High,Master,12661.0,2021-09-25,2026,478,10.65,0.871,1.45,1,Home+Mobile,15.3,11.39,20.0,10.94,13.01,5.42,B,C,B,D,6.65,6.3,6.41,7.08,Engineering,3.0
S101711,16,F,Bizerte,Public,Medium,Primary,28253.0,2023-04-20,2024,351,13.97,0.882,0.67,2,Home+Mobile,16.51,16.82,11.23,14.74,9.84,,A,A,D,B,3.45,,7.37,3.72,Science,2.0
S100182,20,M,Tunis,International,High,Bachelor,31294.0,2021-09-07,2025,427,13.33,1.0,5.4,1,Mobile only,12.58,7.08,15.8,6.22,13.74,,C,D,B,B,4.68,5.55,5.31,4.78,Arts,3.0
S100988,17,F,Nabeul,Private,High,Primary,16992.0,2021-10-14,2024,362,13.32,0.875,0.19,1,Mobile only,11.0,16.77,14.49,6.95,17.22,14.79,C,A,A,B,8.15,9.33,6.92,7.78,Letters,3.0
S101000,16,F,Sfax,Vocational,Low,Master,4633.0,2021-11-17,2023,369,14.7,0.905,2.05,2,School only,10.7,5.39,8.35,19.62,17.22,15.38,C,D,A,B,4.15,10.0,7.27,7.25,Letters,2.0
S101641,19,F,Sfax,Public,Low,Secondary,25445.0,2021-09-24,2024,398,8.51,0.9,3.98,0,Home+Mobile,13.38,12.07,,16.09,10.6,9.84,B,C,C,D,,6.17,3.38,7.77,Science,3.0
S101356,20,F,Gabes,Public,Medium,Master,34959.0,2021-11-11,2024,123,11.77,0.917,0.1,1,Home+Mobile,9.93,13.78,11.79,8.76,10.59,,D,B,C,B,4.47,5.79,6.8,5.26,Letters,3.0
S101462,16,F,Tunis,International,Medium,Master,29027.0,2023-07-10,2023,40,11.2,0.871,0.33,1,Mobile only,13.04,13.62,12.8,,13.22,10.98,B,B,B,C,6.4,5.74,5.79,5.53,Engineering,2.0
S100049,16,M,Gafsa,Private,Low,Bachelor,13381.0,2022-03-21,2025,449,12.17,0.851,1.87,1,Home+Mobile,14.12,16.92,12.62,,3.2,7.9,B,A,D,D,6.24,,9.96,3.13,Health,2.0
S101892,19,F,Sousse,Public,Low,Secondary,24914.0,2021-11-20,2024,458,5.68,1.0,0.85,0,Home+Mobile,15.33,10.64,9.74,9.05,14.64,8.14,B,C,B,D,,5.47,5.39,5.75,Letters,3.0
S101029,19,F,Sfax,Public,Low,Master,13490.0,2021-12-17,2025,392,14.65,0.859,4.8,1,Home+Mobile,20.0,9.26,11.83,20.0,12.98,15.79,A,D,C,B,6.33,6.45,1.39,6.37,Letters,2.0
S100529,19,Other,Sousse,Private,Low,Secondary,12664.0,2022-12-01,2025,271,"14,8",1.0,0.88,0,None,12.03,12.49,,14.73,14.65,6.33,C,C,B,D,4.18,4.95,7.35,7.59,Science,3.0
S101258,16,M,Gabes,Public,Medium,None,12800.0,2022-03-30,2023,91,8.06,1.0,4.73,2,Home+Mobile,19.31,2.17,5.64,17.66,10.84,13.53,A,D,C,B,4.9,7.28,7.4,4.37,Letters,3.0
S100486,15,F,Kairouan,Publc,Medium,Bachelor,20839.0,2021-10-23,2026,60,14.14,0.869,10.75,2,Home+Mobile,7.02,9.83,19.23,17.95,19.38,9.88,D,D,A,D,,6.84,5.46,4.72,Letters,3.0
S101968,17,F,Gabes,Publc,Low,Secondary,1000.0,2022-10-29,2023,376,10.05,0.977,7.27,0,Mobile only,9.41,15.34,16.13,5.13,14.16,9.3,D,B,B,D,7.45,5.73,6.15,5.56,Letters,3.0
S100497,16,F,Kairouan,Public,High,Primary,43864.0,2022-03-15,2025,339,10.87,0.938,1.83,1,Home+Mobile,11.66,12.44,16.92,14.36,9.76,11.93,C,C,D,C,4.35,6.51,6.03,5.23,Economics,3.0
S101646,16,F,Gafsa,Public,Medium,None,26782.0,2022-07-14,2023,308,16.24,0.767,1.11,1,Home+Mobile,15.92,11.68,6.34,8.6,9.71,14.22,B,C,D,B,3.96,7.49,7.16,7.01,Science,2.0
S100106,17,F,Tozeur,Public,Medium,Primary,20855.0,2021-11-29,2023,131,8.4,0.959,1.75,0,Home+Mobile,8.04,10.83,7.89,12.79,10.2,11.96,D,C,C,C,5.1,7.53,3.85,7.68,Science,2.0
S100443,17,F,Nabeul,Private,Medium,None,6678.0,2021-12-16,2024,335,"15,6",0.841,0.16,0,School only,11.45,12.3,14.2,12.81,17.88,9.43,C,C,A,D,6.97,7.87,5.5,8.61,Letters,4.0
S101512,20,Other,Tozeur,Public,High,Primary,13611.0,2021-09-02,2026,19,13.82,0.95,0.61,0,Home+Mobile,19.41,15.41,8.14,12.75,18.56,10.76,A,B,A,C,5.06,5.81,4.41,4.85,Engineering,3.0
S100646,18,F,Tunis,Public,Medium,Secondary,27257.0,2022-03-03,2025,212,12.27,0.933,3.63,0,None,20.0,13.46,18.47,0.0,11.25,8.17,A,B,C,D,6.06,9.57,3.31,3.83,Engineering,2.0
S101036,17,M,Kairouan,Public,Medium,Master,18910.0,2021-11-16,2024,39,11.52,0.947,6.62,0,Home+Mobile,14.21,7.02,15.67,11.05,14.16,,B,D,B,D,10.0,3.94,5.93,6.98,Letters,3.0
S101762,16,F,Sfax,Public,Medium,Bachelor,16581.0,2021-09-08,2023,263,14.28,0.938,5.77,2,Home+Mobile,14.09,11.43,11.93,10.42,16.17,6.94,B,C,A,D,5.1,6.74,0.57,4.29,Science,2.0
S100726,16,M,Bizerte,Public,Medium,None,1000.0,2021-10-22,2025,323,12.92,0.904,0.63,1,Home+Mobile,8.44,6.3,16.66,1.61,11.6,,D,D,C,D,5.89,7.19,5.62,2.71,Engineering,3.0
S100190,16,M,Gafsa,Public,High,Primary,17745.0,2022-06-26,2024,33,6.98,0.931,8.64,0,Home+Mobile,14.97,10.21,10.8,11.8,13.54,6.86,B,C,B,D,5.54,8.86,4.66,6.69,Arts,3.0
S101788,16,M,Bizerte,Public,Medium,Primary,16656.0,2023-08-21,2024,393,16.99,0.745,9.23,1,Home+Mobile,13.3,8.66,8.15,10.49,7.36,5.26,B,D,D,D,4.25,8.24,6.18,5.7,Letters,2.0
S101856,19,M,Kairouan,Public,Low,Secondary,10740.0,2021-10-12,2024,85,13.44,0.853,6.55,1,Home+Mobile,9.9,13.5,10.44,17.27,11.91,,D,B,C,B,5.26,4.59,2.5,8.72,Letters,2.0
S100282,17,M,Gabes,Private,Medium,PhD,18681.0,2022-09-14,2025,57,13.07,0.916,0.6,1,Mobile only,13.02,11.5,8.02,9.32,6.66,9.78,B,C,D,D,5.11,4.99,3.63,3.3,Engineering,2.0
S100029,15,F,Tozeur,Vocational,Low,Secondary,7842.0,2022-08-11,2024,128,11.01,0.846,7.31,4,School only,14.29,14.67,16.01,7.13,17.72,15.02,B,B,A,B,8.94,7.8,3.57,4.76,Science,3.0
S100169,18,M,Bizerte,Vocational,Medium,Secondary,42106.0,2021-12-25,2026,134,10.35,0.918,0.52,2,School only,10.1,13.5,10.52,8.74,13.77,15.02,C,B,B,B,5.37,6.38,2.82,8.16,Arts,3.0
S101001,18,F,Sousse,Vocational,Low,None,10675.0,2022-01-24,2023,139,12.79,0.857,0.18,4,School only,12.42,14.01,11.23,,15.72,11.3,C,B,B,C,3.68,2.92,3.05,6.8,Science,3.0
S101204,17,F,Bizerte,Private,Low,Secondary,30772.0,2021-09-17,2025,287,11.47,0.819,7.7,2,Home+Mobile,13.26,10.93,5.68,18.19,13.55,8.63,B,C,B,D,7.28,5.31,4.79,4.75,Letters,2.0
S100100,15,F,Nabeul,Public,Medium,Primary,31971.0,2021-12-17,2023,97,16.43,0.887,0.65,0,Mobile only,16.45,10.67,9.86,12.28,6.72,7.97,A,C,D,D,6.29,7.69,5.24,7.21,Engineering,2.0
S100197,19,F,Sfax,Vocational,Medium,Secondary,39938.0,2021-10-25,2023,27,12.61,0.933,2.19,1,Home+Mobile,12.48,8.89,14.67,12.28,13.29,12.25,C,D,B,C,4.24,7.11,4.09,6.99,Letters,3.0
S100495,17,F,Tozeur,Vocational,Medium,Secondary,41681.0,2022-10-19,2024,299,12.95,0.86,1.9,0,Home+Mobile,16.45,9.85,14.62,6.84,13.49,14.38,A,D,B,B,6.83,8.81,8.34,6.94,Letters,3.0
S101745,17,M, TOZEUR,Public,Medium,"unknown
",30402.0,2021-11-18,2024,24,12.96,0.838,0.26,0,Mobile only,18.39,N/A,15.44,12.02,18.59,9.15,A,A,A,D,4.92,,7.94,6.39,Science,1.0
S100647,18,F,Nabeul,Public,Medium,Secondary,21694.0,2021-12-03,2026,224,11.16,0.879,1.4,1,Mobil only,4.28,5.01,10.7,11.9,11.93,7.47,D,D,C,D,6.69,5.41,4.79,6.52,Health,3.0
